Sample Names	MutationType	ID1	ID2	ID7	ID8	ID15	ID83B	ID83C
TCGA-3C-AAAU-01	1:Del:C:0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-3C-AAAU-01	1:Del:C:1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-3C-AAAU-01	1:Del:C:2	1.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-3C-AAAU-01	1:Del:C:3	1.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-3C-AAAU-01	1:Del:C:4	1.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-3C-AAAU-01	1:Del:C:5	1.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-3C-AAAU-01	1:Del:T:0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-3C-AAAU-01	1:Del:T:1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-3C-AAAU-01	1:Del:T:2	1.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-3C-AAAU-01	1:Del:T:3	1.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-3C-AAAU-01	1:Del:T:4	1.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-3C-AAAU-01	1:Del:T:5	1.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-3C-AAAU-01	1:Ins:C:0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-3C-AAAU-01	1:Ins:C:1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-3C-AAAU-01	1:Ins:C:2	1.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-3C-AAAU-01	1:Ins:C:3	1.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-3C-AAAU-01	1:Ins:C:4	1.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-3C-AAAU-01	1:Ins:C:5	1.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-3C-AAAU-01	1:Ins:T:0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-3C-AAAU-01	1:Ins:T:1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-3C-AAAU-01	1:Ins:T:2	1.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-3C-AAAU-01	1:Ins:T:3	1.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-3C-AAAU-01	1:Ins:T:4	1.0	0.0	0.0	0.0	0.0	0.0	0.0
